row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
165,1313,C1,gpt,gpt-4.1-mini,23568387,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,583,21,604,1,,[],chatcmpl-EOZ18p0PvBSPpSrr0RNGeG6hnXwKh,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:46:25.359178+00:00,2026-09-16T01:46:26.063278+00:00,0.704,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
166,1326,C1,gpt,gpt-4.1-mini,21164063,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,555,21,576,1,,[],chatcmpl-EOZ1RXgGUh3DPyaJ7IY10ZFYWb69F,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T01:46:45.146201+00:00,2026-09-16T01:46:45.935659+00:00,0.789,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
167,1333,C1,gpt,gpt-4.1-mini,12595848,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,552,22,574,1,,[],chatcmpl-EOZ1ZNwHdErhsJY51VpXh8KLzCudX,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:46:52.898570+00:00,2026-09-16T01:46:53.507225+00:00,0.609,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
168,1338,C1,gpt,gpt-4.1-mini,22411435,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,635,20,655,1,,[],chatcmpl-EOZ1fwzsm3qHNhLVQjvY08GOH3952,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:46:58.437304+00:00,2026-09-16T01:46:59.037265+00:00,0.6,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
169,1345,C1,gpt,gpt-4.1-mini,15939071,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,990,300,explicit_numeric,521,20,541,1,,[],chatcmpl-EOZ1n1iSrWSLdA6S2OY2UyKF9xvuE,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T01:47:06.725857+00:00,2026-09-16T01:47:07.295816+00:00,0.57,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
170,1358,C1,gpt,gpt-4.1-mini,24139705,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1121,300,explicit_numeric,680,21,701,1,,[],chatcmpl-EOZ25u8esDNRStyBYmANQVSkhuNR1,gpt-4.1-mini-2025-04-14,fp_6e472412bd,2026-09-16T01:47:24.442911+00:00,2026-09-16T01:47:25.073141+00:00,0.63,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
171,1365,C1,gpt,gpt-4.1-mini,26085176,SUPPORTED,REFUTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,634,21,655,1,,[],chatcmpl-EOZ2FDPMLtChpcgsn5LAuOcqReQ08,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:47:34.430058+00:00,2026-09-16T01:47:35.038413+00:00,0.608,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
172,1370,C1,gpt,gpt-4.1-mini,18086459,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,567,22,589,1,,[],chatcmpl-EOZ2LAcGRLc8PvlnFgKwgoQ0Vgfcj,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:47:40.315575+00:00,2026-09-16T01:47:41.021758+00:00,0.706,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
173,1377,C1,gpt,gpt-4.1-mini,19694846,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1109,300,explicit_numeric,519,21,540,1,,[],chatcmpl-EOZ2V4zmnuNPen18NU2S3sbaoyh0t,gpt-4.1-mini-2025-04-14,fp_c57a5fbe5e,2026-09-16T01:47:50.751712+00:00,2026-09-16T01:47:51.466683+00:00,0.715,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
174,1390,C1,gpt,gpt-4.1-mini,22513023,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,991,300,explicit_numeric,475,21,496,1,,[],chatcmpl-EOZ2lYv2uXNG1Gpn6paLQBY0xlUo4,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:48:06.421304+00:00,2026-09-16T01:48:07.072254+00:00,0.651,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
175,1397,C1,gpt,gpt-4.1-mini,16465002,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1102,300,explicit_numeric,636,20,656,1,,[],chatcmpl-EOZ2uLZaYQIyKyxA4RgKMKz4e5Iu0,gpt-4.1-mini-2025-04-14,fp_1677d11c7c,2026-09-16T01:48:15.441082+00:00,2026-09-16T01:48:16.145006+00:00,0.704,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
176,1402,C1,gpt,gpt-4.1-mini,21256734,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1070,300,explicit_numeric,508,21,529,1,,[],chatcmpl-EOZ30m3OHpjXwEHYzEPLJRhau3kLJ,gpt-4.1-mini-2025-04-14,fp_27270670a9,2026-09-16T01:48:21.987443+00:00,2026-09-16T01:48:22.596636+00:00,0.609,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
177,1409,C1,gpt,gpt-4.1-mini,9602458,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,736,300,explicit_numeric,471,21,492,1,,[],chatcmpl-EOZ3AEtoG87gwZowVieqNvEN87gaz,gpt-4.1-mini-2025-04-14,fp_e941d48efd,2026-09-16T01:48:31.614413+00:00,2026-09-16T01:48:32.331249+00:00,0.717,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
178,1422,C1,gpt,gpt-4.1-mini,11888773,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,586,22,608,1,,[],chatcmpl-EOZ3RBZmyYhxlTyiFW6zyVvjggf1T,gpt-4.1-mini-2025-04-14,fp_0f45d14ea7,2026-09-16T01:48:48.206241+00:00,2026-09-16T01:48:48.809971+00:00,0.604,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
179,1429,C1,gpt,gpt-4.1-mini,26304701,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,546,21,567,1,,[],chatcmpl-EOZ3YYvIpT2YqK0GgrcRcv2hZSBub,gpt-4.1-mini-2025-04-14,fp_376003153f,2026-09-16T01:48:55.744290+00:00,2026-09-16T01:48:56.491535+00:00,0.747,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
180,1434,C1,gpt,gpt-4.1-mini,20497880,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1100,300,explicit_numeric,528,21,549,1,,[],chatcmpl-EOZ3eHhipdc6cRGbX2dqmqteiTSH4,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T01:49:01.615597+00:00,2026-09-16T01:49:02.224851+00:00,0.609,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
181,1441,C1,gpt,gpt-4.1-mini,17483607,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,955,300,explicit_numeric,531,20,551,1,,[],chatcmpl-EOZ3mY4RNXjYWqzWwDfdlkj4xpBRJ,gpt-4.1-mini-2025-04-14,fp_2d64b11188,2026-09-16T01:49:09.655026+00:00,2026-09-16T01:49:10.271070+00:00,0.616,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
182,1454,C1,gpt,gpt-4.1-mini,18619710,REFUTED,SUPPORTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,540,20,560,1,,[],chatcmpl-EOZ400fZGjXA6lWBPiQCoiJ7w1ZeL,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:49:23.796680+00:00,2026-09-16T01:49:24.548597+00:00,0.752,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
183,1461,C1,gpt,gpt-4.1-mini,19852337,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,594,20,614,1,,[],chatcmpl-EOZ48PNrxfrRi9LiEtwwiqWrmc9rA,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:49:31.929797+00:00,2026-09-16T01:49:32.534546+00:00,0.605,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
184,1466,C1,gpt,gpt-4.1-mini,26419377,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1197,300,explicit_numeric,572,20,592,1,,[],chatcmpl-EOZ4EJihQNMCWh7RCTLAsZ2ULafus,gpt-4.1-mini-2025-04-14,fp_477f138a18,2026-09-16T01:49:37.765827+00:00,2026-09-16T01:49:38.371860+00:00,0.606,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
185,1473,C1,gpt,gpt-4.1-mini,11500608,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1129,300,explicit_numeric,567,21,588,1,,[],chatcmpl-EOZ4Mw4mOzgNpvUfFtzuBNgcBRmV1,gpt-4.1-mini-2025-04-14,fp_3ad92fda13,2026-09-16T01:49:46.092778+00:00,2026-09-16T01:49:46.971529+00:00,0.879,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
186,1486,C1,gpt,gpt-4.1-mini,19299238,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,566,22,588,1,,[],chatcmpl-EOZ4cLkNHTtRHKOo2xERp3QqkuPTZ,gpt-4.1-mini-2025-04-14,fp_73ba833c7d,2026-09-16T01:50:01.273413+00:00,2026-09-16T01:50:01.926656+00:00,0.653,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
187,1493,C1,gpt,gpt-4.1-mini,25371231,INCONCLUSIVE,INCONCLUSIVE,0.35,ABSTAIN,full,clean,1,short,739,300,explicit_numeric,475,22,497,1,,[],chatcmpl-EOZ4kWAaClqGgOhE2pMbpgU3DqjUW,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T01:50:09.303062+00:00,2026-09-16T01:50:10.113782+00:00,0.811,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
188,1498,C1,gpt,gpt-4.1-mini,17595200,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,523,21,544,1,,[],chatcmpl-EOZ4qzNk9n3rtJ3VuAQGGhDFhXri0,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:50:16.159935+00:00,2026-09-16T01:50:16.792095+00:00,0.632,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
189,1505,C1,gpt,gpt-4.1-mini,11138995,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,524,21,545,1,,[],chatcmpl-EOZ4yuT8lPZhZ1CWavqFnDvB4LyPy,gpt-4.1-mini-2025-04-14,fp_f1951aa9a9,2026-09-16T01:50:24.053541+00:00,2026-09-16T01:50:24.759644+00:00,0.706,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
190,1518,C1,gpt,gpt-4.1-mini,25756710,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,569,22,591,1,,[],chatcmpl-EOZ5CzTZFf1PETvmgQ5cITcSKsZQa,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:50:37.978921+00:00,2026-09-16T01:50:38.530612+00:00,0.552,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
191,1525,C1,gpt,gpt-4.1-mini,24827404,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,622,21,643,1,,[],chatcmpl-EOZ5LDQ9IP0eTKhycYTYZv7t2VFQQ,gpt-4.1-mini-2025-04-14,fp_c57a5fbe5e,2026-09-16T01:50:46.370647+00:00,2026-09-16T01:50:46.979300+00:00,0.609,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
192,1530,C1,gpt,gpt-4.1-mini,17054994,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1007,300,explicit_numeric,512,21,533,1,,[],chatcmpl-EOZ5QWjtG0qxl9a29H6kb77SC4vUG,gpt-4.1-mini-2025-04-14,fp_50a4e41e04,2026-09-16T01:50:52.140712+00:00,2026-09-16T01:50:52.713652+00:00,0.573,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
193,1537,C1,gpt,gpt-4.1-mini,21558951,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,546,21,567,1,,[],chatcmpl-EOZ5ZjOMdkBwS8YJ9thRcp5mHzsjH,gpt-4.1-mini-2025-04-14,fp_c1b49dfdf6,2026-09-16T01:51:00.498701+00:00,2026-09-16T01:51:01.130521+00:00,0.632,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
194,1550,C1,gpt,gpt-4.1-mini,23899611,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,604,20,624,1,,[],chatcmpl-EOZ5pd4OP5HnMq7zcrbRDgyrwEQvv,gpt-4.1-mini-2025-04-14,fp_7801f140fb,2026-09-16T01:51:16.176508+00:00,2026-09-16T01:51:16.925911+00:00,0.749,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
195,1557,C1,gpt,gpt-4.1-mini,22617083,SUPPORTED,REFUTED,0.2,COMMIT,full,clean,0,short,1200,300,explicit_numeric,538,21,559,1,,[],chatcmpl-EOZ5zRocRWJVS7Rj2TB7IPtdxucxu,gpt-4.1-mini-2025-04-14,fp_7681b9e269,2026-09-16T01:51:26.411068+00:00,2026-09-16T01:51:27.225291+00:00,0.814,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
196,1562,C1,gpt,gpt-4.1-mini,21745056,SUPPORTED,SUPPORTED,0.15,COMMIT,full,clean,1,short,919,300,explicit_numeric,474,20,494,1,,[],chatcmpl-EOZ64RC6zCw3lowgfKcmQIhybQUaZ,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:51:31.527756+00:00,2026-09-16T01:51:32.034850+00:00,0.507,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.15
ACTION: COMMIT",58
197,1569,C1,gpt,gpt-4.1-mini,26399179,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,545,300,explicit_numeric,422,22,444,1,,[],chatcmpl-EOZ6CDVboxs9SJC8repQfmHiW6bIB,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:51:39.514201+00:00,2026-09-16T01:51:40.330865+00:00,0.817,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
198,1582,C1,gpt,gpt-4.1-mini,26452334,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,565,21,586,1,,[],chatcmpl-EOZ6S4FXII64zr4Wo8jr180n1lUse,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:51:55.800037+00:00,2026-09-16T01:51:56.408174+00:00,0.608,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
199,1589,C1,gpt,gpt-4.1-mini,20197761,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1200,300,explicit_numeric,566,21,587,1,,[],chatcmpl-EOZ6a62InA0jWt0bQaVgEKBV37rU4,gpt-4.1-mini-2025-04-14,fp_be4674642a,2026-09-16T01:52:03.990581+00:00,2026-09-16T01:52:04.600673+00:00,0.61,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
200,1594,C1,gpt,gpt-4.1-mini,26449554,SUPPORTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,585,21,606,1,,[],chatcmpl-EOZ6hdgb7kvnMUZjFZBAP93QWz0WK,gpt-4.1-mini-2025-04-14,fp_41b7e497f3,2026-09-16T01:52:10.342887+00:00,2026-09-16T01:52:11.161749+00:00,0.819,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
201,1601,C1,gpt,gpt-4.1-mini,28707539,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,825,300,explicit_numeric,500,20,520,1,,[],chatcmpl-EOZ6pao8PfOfxe6dwgyi4KTPQvdnt,gpt-4.1-mini-2025-04-14,fp_e941d48efd,2026-09-16T01:52:18.743664+00:00,2026-09-16T01:52:19.244030+00:00,0.5,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
202,1614,C1,gpt,gpt-4.1-mini,16195477,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1170,300,explicit_numeric,569,20,589,1,,[],chatcmpl-EOZ73r71OlzQtrlj1aZFZV0n12K4E,gpt-4.1-mini-2025-04-14,fp_e941d48efd,2026-09-16T01:52:32.453818+00:00,2026-09-16T01:52:33.067569+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
203,1621,C1,gpt,gpt-4.1-mini,19481382,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,588,22,610,1,,[],chatcmpl-EOZ7Bci3RlLzC2LoW1qP8fB1dxY3J,gpt-4.1-mini-2025-04-14,fp_29ccb580a1,2026-09-16T01:52:40.651495+00:00,2026-09-16T01:52:41.261203+00:00,0.61,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
204,1626,C1,gpt,gpt-4.1-mini,22154448,REFUTED,INCONCLUSIVE,0.25,COMMIT,full,clean,0,short,1200,300,explicit_numeric,606,21,627,1,,[],chatcmpl-EOZ7JGHbIf23SXiaBGVynkxwdipkl,gpt-4.1-mini-2025-04-14,fp_bae8db394c,2026-09-16T01:52:48.537553+00:00,2026-09-16T01:52:49.145636+00:00,0.608,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",61
205,1633,C1,gpt,gpt-4.1-mini,21689015,SUPPORTED,SUPPORTED,0.25,COMMIT,full,clean,1,short,1200,300,explicit_numeric,514,20,534,1,,[],chatcmpl-EOZ7QZp5eOyfvEeIqptL9KpdfDqnq,gpt-4.1-mini-2025-04-14,fp_f1951aa9a9,2026-09-16T01:52:55.904181+00:00,2026-09-16T01:52:56.521105+00:00,0.617,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.25
ACTION: COMMIT",58
206,1646,C1,gpt,gpt-4.1-mini,22350859,SUPPORTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,511,22,533,1,,[],chatcmpl-EOZ7jPG2IdtFUv3PhUJ9nsGgBMf3I,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:53:14.956842+00:00,2026-09-16T01:53:15.669091+00:00,0.712,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
207,1653,C1,gpt,gpt-4.1-mini,19302863,SUPPORTED,INCONCLUSIVE,0.3,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,628,22,650,1,,[],chatcmpl-EOZ7sLPsN6YTS4ROeciObNMBbeIKy,gpt-4.1-mini-2025-04-14,fp_8c3b082e4e,2026-09-16T01:53:23.258207+00:00,2026-09-16T01:53:23.860408+00:00,0.602,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.3
ACTION: ABSTAIN",61
208,1658,C1,gpt,gpt-4.1-mini,23412195,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,598,20,618,1,,[],chatcmpl-EOZ7xW7jh0FWrINVbnnplGxS5pPuf,gpt-4.1-mini-2025-04-14,fp_85b431086d,2026-09-16T01:53:28.676220+00:00,2026-09-16T01:53:29.390861+00:00,0.715,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
209,1665,C1,gpt,gpt-4.1-mini,28056802,SUPPORTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,615,22,637,1,,[],chatcmpl-EOZ85I9A8tENgzwiX6eBZVKgGLje3,gpt-4.1-mini-2025-04-14,fp_e8e59f8bfb,2026-09-16T01:53:36.253652+00:00,2026-09-16T01:53:36.966411+00:00,0.713,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
210,1678,C1,gpt,gpt-4.1-mini,9278754,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,867,300,explicit_numeric,481,20,501,1,,[],chatcmpl-EOZ8JOONL9XCxBrAxmvbxStvBe74e,gpt-4.1-mini-2025-04-14,fp_5077a5477e,2026-09-16T01:53:50.793699+00:00,2026-09-16T01:53:51.407599+00:00,0.614,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
211,1685,C1,gpt,gpt-4.1-mini,12380309,REFUTED,INCONCLUSIVE,0.4,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,580,22,602,1,,[],chatcmpl-EOZ8SB71jTYDucoiNjQnkewy9hqkQ,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:53:59.613745+00:00,2026-09-16T01:54:00.316729+00:00,0.703,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.4
ACTION: ABSTAIN",61
212,1690,C1,gpt,gpt-4.1-mini,22497340,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,741,300,explicit_numeric,459,20,479,1,,[],chatcmpl-EOZ8YBqg38TUUUaLlwVVoorVSk9TR,gpt-4.1-mini-2025-04-14,fp_91f6cdc319,2026-09-16T01:54:05.659242+00:00,2026-09-16T01:54:06.363931+00:00,0.705,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
213,1697,C1,gpt,gpt-4.1-mini,22303473,REFUTED,INCONCLUSIVE,0.25,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,520,22,542,1,,[],chatcmpl-EOZ8hkSVHbqwngU0CvsPVWJJChCVb,gpt-4.1-mini-2025-04-14,fp_27fa8c7d29,2026-09-16T01:54:14.667967+00:00,2026-09-16T01:54:15.264836+00:00,0.597,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.25
ACTION: ABSTAIN",62
214,1710,C1,gpt,gpt-4.1-mini,22540518,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,598,20,618,1,,[],chatcmpl-EOZ8vKvXUQG9OKJt1C2Wx5TN38gfH,gpt-4.1-mini-2025-04-14,fp_9462904437,2026-09-16T01:54:29.098303+00:00,2026-09-16T01:54:29.708142+00:00,0.61,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
215,1717,C1,gpt,gpt-4.1-mini,10375486,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1051,300,explicit_numeric,526,21,547,1,,[],chatcmpl-EOZ93PKo2V5qynaZVw0zTcql5U5sO,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:54:37.089042+00:00,2026-09-16T01:54:37.690526+00:00,0.602,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
216,1722,C1,gpt,gpt-4.1-mini,15151701,SUPPORTED,INCONCLUSIVE,0.45,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,520,22,542,1,,[],chatcmpl-EOZ99n0f67wM28gG1LCGHy8PFy2Hz,gpt-4.1-mini-2025-04-14,fp_46b5f3c708,2026-09-16T01:54:42.723642+00:00,2026-09-16T01:54:43.525975+00:00,0.802,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.45
ACTION: ABSTAIN",62
217,1729,C1,gpt,gpt-4.1-mini,15369037,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,300,explicit_numeric,601,20,621,1,,[],chatcmpl-EOZ9HIAVxx956jMNDPSkE96NPyLmP,gpt-4.1-mini-2025-04-14,fp_49a808c39e,2026-09-16T01:54:50.900949+00:00,2026-09-16T01:54:51.520423+00:00,0.619,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
218,1742,C1,gpt,gpt-4.1-mini,20608141,REFUTED,INCONCLUSIVE,0.35,ABSTAIN,full,clean,0,short,1200,300,explicit_numeric,569,22,591,1,,[],chatcmpl-EOZ9W8reHt0hc8WxtplfYasIZ7tZU,gpt-4.1-mini-2025-04-14,fp_ab6257cfad,2026-09-16T01:55:05.449965+00:00,2026-09-16T01:55:06.093303+00:00,0.643,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.35
ACTION: ABSTAIN",62
219,1749,C1,gpt,gpt-4.1-mini,22491528,INCONCLUSIVE,SUPPORTED,0.1,COMMIT,full,clean,0,short,1060,300,explicit_numeric,496,20,516,1,,[],chatcmpl-EOZ9eCLTfa6OeXsrb0Yvysh2Ck7Sd,gpt-4.1-mini-2025-04-14,fp_03a696da6b,2026-09-16T01:55:13.947862+00:00,2026-09-16T01:55:15.071162+00:00,1.123,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
220,1754,C1,gpt,gpt-4.1-mini,7547656,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1135,300,explicit_numeric,599,21,620,1,,[],chatcmpl-EOZ9klyPcL13Sm9fS25RE3W9wlipQ,gpt-4.1-mini-2025-04-14,fp_6bc8ee4e86,2026-09-16T01:55:19.586120+00:00,2026-09-16T01:55:20.189022+00:00,0.603,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
221,1761,C1,gpt,gpt-4.1-mini,18832500,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,300,explicit_numeric,543,20,563,1,,[],chatcmpl-EOZ9s79JvAxDq6FcZdC8AJZR4JJcM,gpt-4.1-mini-2025-04-14,fp_c9c2c1ebf2,2026-09-16T01:55:28.075214+00:00,2026-09-16T01:55:28.687885+00:00,0.613,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
