row_order,schedule_index,condition,model_key,model,pubmed_id,gold_label,decision,error_prob,action,parse_status,parse_notes,is_correct,evidence_policy,evidence_chars,max_tokens,threshold_rule,prompt_tokens,completion_tokens,total_tokens,api_attempts,api_error,retry_events_json,response_id,response_model,system_fingerprint,request_started_utc,request_finished_utc,latency_seconds,raw_response,raw_length
149,1190,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16713745,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,571,24,595,1,,[],p1T2HjC-fdNmn-a3bc2eb81a9a31ac,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:43:48.789137+00:00,2026-09-16T01:43:50.106607+00:00,1.318,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
150,1197,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19520213,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1011,80,explicit_numeric,525,21,546,1,,[],p1T2L65-4YNCb4-a3bc2ee9ea4da2b0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:43:56.764085+00:00,2026-09-16T01:43:57.888143+00:00,1.124,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
151,1202,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25168472,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1031,80,explicit_numeric,551,20,571,1,,[],p1T2Mxa-fdNmn-a3bc2f110d8888df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:03.017402+00:00,2026-09-16T01:44:03.931693+00:00,0.914,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
152,1209,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17279467,INCONCLUSIVE,REFUTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,610,21,631,1,,[],p1T2QAw-4YNCb4-a3bc2f3fdcaf9507,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:10.488129+00:00,2026-09-16T01:44:11.512795+00:00,1.025,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
153,1222,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12626177,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1122,80,explicit_numeric,565,20,585,1,,[],p1T2UaL-fdNmn-a3bc2f9c1abef2b5,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:25.240046+00:00,2026-09-16T01:44:26.099993+00:00,0.86,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
154,1229,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25446909,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,626,20,646,1,,[],p1T2Wdm-fdNmn-a3bc2fc779c3a2b4,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:32.198323+00:00,2026-09-16T01:44:32.990102+00:00,0.792,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
155,1234,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9745063,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,602,20,622,1,,[],p1T2YQc-4YNCb4-a3bc2fecff20ff27,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:38.139557+00:00,2026-09-16T01:44:39.054190+00:00,0.915,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
156,1241,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21361755,REFUTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,599,24,623,1,,[],p1T2aVo-fdNmn-a3bc3018a90ca2bd,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:45.202576+00:00,2026-09-16T01:44:45.912680+00:00,0.71,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
157,1254,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11296674,INCONCLUSIVE,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,1,short,311,80,explicit_numeric,387,24,411,1,,[],p1T2etT-fdNmn-a3bc3074fe081fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:44:59.953313+00:00,2026-09-16T01:45:02.502181+00:00,2.549,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
158,1261,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17682349,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1077,80,explicit_numeric,568,20,588,1,,[],p1T2i9J-fdNmn-a3bc30b94cf91fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:45:10.803372+00:00,2026-09-16T01:45:12.542130+00:00,1.739,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
159,1266,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19822586,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,564,20,584,1,,[],p1T2ktC-4YNCb4-a3bc30f34f7a2f84,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:45:20.031198+00:00,2026-09-16T01:45:21.653530+00:00,1.622,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
160,1273,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11034241,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,594,20,614,1,,[],p1T2ofC-fdNmn-a3bc312d4ca15895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:45:29.443591+00:00,2026-09-16T01:45:30.860954+00:00,1.417,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
161,1286,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18274917,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1136,80,explicit_numeric,573,21,594,1,,[],p1T2uF9-4YNCb4-a3bc31a3081280f3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:45:48.276000+00:00,2026-09-16T01:45:49.197105+00:00,0.921,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
162,1293,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28196511,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,571,20,591,1,,[],p1T2wcR-4YNCb4-a3bc31d4de762f84,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:45:56.267659+00:00,2026-09-16T01:45:58.210280+00:00,1.943,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
163,1298,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16772913,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,636,20,656,1,,[],p1T2z5f-4YNCb4-a3bc3208aa414c37,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:04.563916+00:00,2026-09-16T01:46:05.580854+00:00,1.017,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
164,1305,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19575104,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,945,80,explicit_numeric,532,20,552,1,,[],p1T32qX-4YNCb4-a3bc3242bf6cf867,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:13.782834+00:00,2026-09-16T01:46:15.719540+00:00,1.937,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
165,1318,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23568387,REFUTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,609,24,633,1,,[],p1T38bR-fdNmn-a3bc32bb8e1ca2c3,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:33.146705+00:00,2026-09-16T01:46:35.482509+00:00,2.336,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
166,1325,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21164063,REFUTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,586,24,610,1,,[],p1T3BiT-fdNmn-a3bc32fd2b1918fe,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:43.680929+00:00,2026-09-16T01:46:44.824348+00:00,1.143,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
167,1330,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,12595848,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,578,20,598,1,,[],p1T3DWq-4YNCb4-a3bc33232da1a298,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:49.731061+00:00,2026-09-16T01:46:50.639535+00:00,0.908,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
168,1337,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22411435,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,666,20,686,1,,[],p1T3FjK-4YNCb4-a3bc3351cbf78130,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:46:57.203821+00:00,2026-09-16T01:46:58.121011+00:00,0.917,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
169,1350,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,15939071,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,990,80,explicit_numeric,547,20,567,1,,[],p1T3Lke-4YNCb4-a3bc33bb6b3e3282,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:47:14.087568+00:00,2026-09-16T01:47:15.115074+00:00,1.028,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
170,1357,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24139705,SUPPORTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,short,1121,80,explicit_numeric,706,24,730,1,,[],p1T3PKV-4YNCb4-a3bc33f14902c03e,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:47:22.698584+00:00,2026-09-16T01:47:24.128943+00:00,1.43,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
171,1362,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26085176,SUPPORTED,REFUTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,656,21,677,1,,[],p1T3RMf-fdNmn-a3bc341bf94246f9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:47:29.562175+00:00,2026-09-16T01:47:30.677959+00:00,1.116,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
172,1369,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18086459,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,589,20,609,1,,[],p1T3U4a-4YNCb4-a3bc3454dff8ef5d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:47:38.663376+00:00,2026-09-16T01:47:39.999472+00:00,1.336,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
173,1382,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19694846,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1109,80,explicit_numeric,546,21,567,1,,[],p1T3ZSw-4YNCb4-a3bc34c63b0df449,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:47:56.799563+00:00,2026-09-16T01:47:57.712987+00:00,0.913,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
174,1389,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22513023,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,991,80,explicit_numeric,498,21,519,1,,[],p1T3bk9-4YNCb4-a3bc34f63be1a260,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:04.489072+00:00,2026-09-16T01:48:06.111796+00:00,1.623,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
175,1394,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16465002,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1102,80,explicit_numeric,663,20,683,1,,[],p1T3dwa-4YNCb4-a3bc3524cc24a288,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:11.948166+00:00,2026-09-16T01:48:12.867272+00:00,0.919,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
176,1401,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21256734,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1070,80,explicit_numeric,531,21,552,1,,[],p1T3gNu-fdNmn-a3bc3557bbfaef5d,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:20.043762+00:00,2026-09-16T01:48:21.675122+00:00,1.631,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
177,1414,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,9602458,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,736,80,explicit_numeric,496,21,517,1,,[],p1T3mZY-4YNCb4-a3bc35c50d5746f9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:37.550551+00:00,2026-09-16T01:48:40.309881+00:00,2.759,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
178,1421,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11888773,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,618,20,638,1,,[],p1T3pNR-fdNmn-a3bc35ffcbb588df,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:46.975066+00:00,2026-09-16T01:48:47.887271+00:00,0.912,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
179,1426,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26304701,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,572,20,592,1,,[],p1T3qz4-fdNmn-a3bc3621b8f81801,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:48:52.395497+00:00,2026-09-16T01:48:53.217436+00:00,0.822,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
180,1433,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20497880,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1100,80,explicit_numeric,562,21,583,1,,[],p1T3tKx-fdNmn-a3bc3652df8792ef,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:00.282461+00:00,2026-09-16T01:49:01.301336+00:00,1.019,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
181,1446,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17483607,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,955,80,explicit_numeric,562,20,582,1,,[],p1T3xh4-fdNmn-a3bc36aeab81f3e9,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:14.929106+00:00,2026-09-16T01:49:15.945348+00:00,1.016,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
182,1453,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,18619710,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,570,20,590,1,,[],p1T411q-fdNmn-a3bc36df7aa4efec,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:22.721497+00:00,2026-09-16T01:49:23.483574+00:00,0.762,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
183,1458,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19852337,SUPPORTED,SUPPORTED,0.05,COMMIT,full,clean,1,short,1200,80,explicit_numeric,623,20,643,1,,[],p1T42bi-fdNmn-a3bc3700ee4fe407,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:28.090308+00:00,2026-09-16T01:49:29.451666+00:00,1.361,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.05
ACTION: COMMIT",58
184,1465,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26419377,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1197,80,explicit_numeric,598,20,618,1,,[],p1T458u-fdNmn-a3bc37364beb9507,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:36.623182+00:00,2026-09-16T01:49:37.451765+00:00,0.829,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
185,1478,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11500608,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1129,80,explicit_numeric,594,21,615,1,,[],p1T49gi-4YNCb4-a3bc37961be5dd26,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:49:51.997722+00:00,2026-09-16T01:49:53.219317+00:00,1.222,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
186,1485,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19299238,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,600,20,620,1,,[],p1T4C72-4YNCb4-a3bc37c8e8851fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:00.087190+00:00,2026-09-16T01:50:00.956453+00:00,0.869,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
187,1490,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25371231,INCONCLUSIVE,SUPPORTED,0.2,COMMIT,full,clean,0,short,739,80,explicit_numeric,501,20,521,1,,[],p1T4Do3-4YNCb4-a3bc37ec79bd4e9c,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:05.816829+00:00,2026-09-16T01:50:06.738030+00:00,0.921,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
188,1497,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17595200,REFUTED,INCONCLUSIVE,0.6,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,547,24,571,1,,[],p1T4GSK-fdNmn-a3bc3823ce7b255a,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:14.627434+00:00,2026-09-16T01:50:15.850156+00:00,1.223,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.6
ACTION: SEEK_EVIDENCE",67
189,1510,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,11138995,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,548,21,569,1,,[],p1T4Lxp-4YNCb4-a3bc388319d7a2a0,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:29.883862+00:00,2026-09-16T01:50:30.698741+00:00,0.815,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
190,1517,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,25756710,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,594,20,614,1,,[],p1T4P54-fdNmn-a3bc38af3e013282,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:36.956602+00:00,2026-09-16T01:50:37.661408+00:00,0.705,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
191,1522,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,24827404,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,646,21,667,1,,[],p1T4QaJ-4YNCb4-a3bc38cf2e4718fe,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:42.076320+00:00,2026-09-16T01:50:43.087963+00:00,1.012,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
192,1529,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,17054994,REFUTED,REFUTED,0.1,COMMIT,full,clean,1,short,1007,80,explicit_numeric,536,21,557,1,,[],p1T4T76-4YNCb4-a3bc39044990a310,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:50:50.567289+00:00,2026-09-16T01:50:51.822295+00:00,1.255,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
193,1542,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21558951,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,577,21,598,1,,[],p1T4Xeo-4YNCb4-a3bc3963b85fa2c2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:05.776765+00:00,2026-09-16T01:51:07.560954+00:00,1.784,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
194,1549,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,23899611,SUPPORTED,SUPPORTED,0.1,COMMIT,full,clean,1,short,1200,80,explicit_numeric,633,20,653,1,,[],p1T4aNa-4YNCb4-a3bc399d2a543d9b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:15.048123+00:00,2026-09-16T01:51:15.858275+00:00,0.81,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",57
195,1554,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22617083,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,564,20,584,1,,[],p1T4cNp-4YNCb4-a3bc39c75d110682,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:21.795979+00:00,2026-09-16T01:51:23.126443+00:00,1.33,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
196,1561,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,21745056,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,919,80,explicit_numeric,498,20,518,1,,[],p1T4eyH-4YNCb4-a3bc39fdd890efec,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:30.503734+00:00,2026-09-16T01:51:31.216324+00:00,0.713,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
197,1574,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26399179,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,545,80,explicit_numeric,449,20,469,1,,[],p1T4jXc-4YNCb4-a3bc3a5d9d2b31ac,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:45.764695+00:00,2026-09-16T01:51:47.190531+00:00,1.426,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
198,1581,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26452334,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,600,20,620,1,,[],p1T4n93-4YNCb4-a3bc3a949d883d9b,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:51:54.568829+00:00,2026-09-16T01:51:55.484317+00:00,0.916,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
199,1586,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,20197761,INCONCLUSIVE,REFUTED,0.1,COMMIT,full,clean,0,short,1200,80,explicit_numeric,603,21,624,1,,[],p1T4onA-4YNCb4-a3bc3ab6fbf3a2b2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:00.105111+00:00,2026-09-16T01:52:01.325817+00:00,1.221,"DECISION: REFUTED
ERROR_PROBABILITY: 0.1
ACTION: COMMIT",55
200,1593,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,26449554,SUPPORTED,INCONCLUSIVE,0.7,SEEK_EVIDENCE,full,clean,0,short,1200,80,explicit_numeric,611,24,635,1,,[],p1T4rLb-4YNCb4-a3bc3aecded483c2,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:08.711708+00:00,2026-09-16T01:52:10.026083+00:00,1.314,"DECISION: INCONCLUSIVE
ERROR_PROBABILITY: 0.7
ACTION: SEEK_EVIDENCE",67
201,1606,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,28707539,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,825,80,explicit_numeric,525,20,545,1,,[],p1T4vuR-4YNCb4-a3bc3b4cead31fde,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:24.161476+00:00,2026-09-16T01:52:24.879384+00:00,0.718,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
202,1613,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,16195477,SUPPORTED,SUPPORTED,0.2,COMMIT,full,clean,1,short,1170,80,explicit_numeric,596,20,616,1,,[],p1T4y4X-fdNmn-a3bc3b79f9f02f84,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:31.182514+00:00,2026-09-16T01:52:32.143386+00:00,0.961,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
203,1618,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,19481382,REFUTED,SUPPORTED,0.2,COMMIT,full,clean,0,short,1200,80,explicit_numeric,612,20,632,1,,[],p1T4zmP-4YNCb4-a3bc3b9e0efb5895,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:37.010319+00:00,2026-09-16T01:52:37.806921+00:00,0.797,"DECISION: SUPPORTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",57
204,1625,C0,llama,meta-llama/Llama-3.3-70B-Instruct-Turbo,22154448,REFUTED,REFUTED,0.2,COMMIT,full,clean,1,short,1200,80,explicit_numeric,638,21,659,1,,[],p1T5339-fdNmn-a3bc3bcd98e4a296,meta-llama/Llama-3.3-70B-Instruct-Turbo,,2026-09-16T01:52:44.649838+00:00,2026-09-16T01:52:48.223726+00:00,3.574,"DECISION: REFUTED
ERROR_PROBABILITY: 0.2
ACTION: COMMIT",55
